"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 0466","(2013-1-5)AAL1结构化24",""," 数量：1939318784字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 016A","(2013-1-5)AAL1结构化24",""," 数量：1939616768字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 0349","(2013-1-5)AAL1结构化24",""," 数量：1939186688字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 046B","(2013-1-5)AAL1结构化24",""," 数量：1939383296字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 04AB","(2013-1-5)AAL1结构化24",""," 数量：1938990080字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 04D4","(2013-1-5)AAL1结构化24",""," 数量：1939014656字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 0466","(2013-1-5)AAL1结构化24",""," 数量：1939318784字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 016A","(2013-1-5)AAL1结构化24",""," 数量：1939616768字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 0349","(2013-1-5)AAL1结构化24",""," 数量：1939186688字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 046B","(2013-1-5)AAL1结构化24",""," 数量：1939383296字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 04AB","(2013-1-5)AAL1结构化24",""," 数量：1938990080字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL1数量: 4779780224字节, 比例: 44.21%","0000: 04D4","(2013-1-5)AAL1结构化24",""," 数量：1939014656字节, 比例：1.69%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 11","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747471552字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 12","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747563868字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 13","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747579780字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 14","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747568072字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 15","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747621436字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 16","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747662092字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 17","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747632988字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 18","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747656420字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 19","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747670896字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 20","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747626620字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 21","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747679496字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 22","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747648580字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 23","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747671932字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 24","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747658344字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 25","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747634484字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 26","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747631400字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 27","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747704460字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 28","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747720564字节, 比例：0.52% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10811232700字节, 比例: 41.95%","AAL2数量: 5991377872字节, 比例: 55.42%","0000: 0478; CID编号: 29","(2013-1-5)标准AAL2; CID承载业务G711 PCM U律","","数量：747744944字节, 比例：0.52% ","",""
