"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 0349","(2012-12-18)AAL1结构化24",""," 数量：2118743040字节, 比例：2.27%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 017E","(2012-12-18)AAL1结构化24",""," 数量：2119123968字节, 比例：2.27%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 016A","(2012-12-18)AAL1结构化24",""," 数量：2134990848字节, 比例：2.28%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 01D1","(2012-12-18)AAL1结构化24",""," 数量：2898220032字节, 比例：3.10%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 0290","(2012-12-18)AAL1结构化24",""," 数量：3399060480字节, 比例：3.64%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 01B7","(2012-12-18)AAL1结构化24",""," 数量：3457929216字节, 比例：3.70%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 0349","(2012-12-18)AAL1结构化24",""," 数量：2118743040字节, 比例：2.27%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 017E","(2012-12-18)AAL1结构化24",""," 数量：2119123968字节, 比例：2.27%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 016A","(2012-12-18)AAL1结构化24",""," 数量：2134990848字节, 比例：2.28%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 01D1","(2012-12-18)AAL1结构化24",""," 数量：2898220032字节, 比例：3.10%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 0290","(2012-12-18)AAL1结构化24",""," 数量：3399060480字节, 比例：3.64%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL1数量: 3893228288字节, 比例: 36.50%","0000: 01B7","(2012-12-18)AAL1结构化24",""," 数量：3457929216字节, 比例：3.70%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 11","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578268308字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 12","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578765380字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 13","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578520308字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 14","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579217872字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 15","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579895400字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 16","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579975416字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 17","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579647352字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 18","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579993568字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 19","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579949028字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 20","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579722636字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 21","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579951276字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 22","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579589968字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 23","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580088900字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 24","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579715884字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 25","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579526328字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 26","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579544156字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 27","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580314340字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 28","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580811444字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 29","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580620492字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 30","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580888308字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 31","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580680456字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 32","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578159452字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 33","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：577080432字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 036C; CID编号: 34","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：576790952字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 11","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：611313444字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 12","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：612031992字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 13","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：611964448字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 14","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：612130428字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 15","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613417880字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 16","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613365524字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 17","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613924672字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 18","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613552324字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 19","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613444956字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 20","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：612662084字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 21","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613629096字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 22","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613667240字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 23","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613709812字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 24","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613759740字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 25","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613488288字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 26","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：613806616字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 27","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：614783660字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 28","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：615200200字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 29","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：615146320字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 30","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：614604116字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 31","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：615270180字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 32","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：610646952字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 33","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：609645872字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 037D; CID编号: 34","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：609448524字节, 比例：0.38% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 11","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：577880372字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 12","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578144036字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 13","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：577818972字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 14","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578586020字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 15","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579019536字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 16","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579375536字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 17","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578932904字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 18","(2012-12-18)标准AAL2; CID承载业务G711PCM A律","","数量：579565704字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 19","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579016652字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 20","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578552608字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 21","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579316532字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 22","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579487464字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 23","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579148044字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 24","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578741296字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 25","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：578676952字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 26","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：579275852字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 27","(2012-12-18)标准AAL2; CID承载业务G711PCM A律","","数量：580245652字节, 比例：0.36% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 10665519256字节, 比例: 41.27%","AAL2数量: 6690917922字节, 比例: 62.73%","0000: 02D8; CID编号: 28","(2012-12-18)标准AAL2; CID承载业务G711 PCM U律","","数量：580295164字节, 比例：0.36% ","",""
