"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 0A2D","(2012-6-21)AAL1结构化24",""," 数量：1936628736字节, 比例：9.24%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 04A2","(2012-6-21)AAL1结构化24",""," 数量：2087915520字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 057C","(2012-6-21)AAL1结构化24",""," 数量：2088185856字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 09E4","(2012-6-21)AAL1结构化24",""," 数量：2089009152字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 09C7","(2012-6-21)AAL1非结构化T1",""," 数量：1752305664字节, 比例：8.36%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 05D5","(2012-6-21)AAL1结构化24",""," 数量：2088321024字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 0A2D","(2012-6-21)AAL1结构化24",""," 数量：1936628736字节, 比例：9.24%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 04A2","(2012-6-21)AAL1结构化24",""," 数量：2087915520字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 057C","(2012-6-21)AAL1结构化24",""," 数量：2088185856字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 09E4","(2012-6-21)AAL1结构化24",""," 数量：2089009152字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 09C7","(2012-6-21)AAL1非结构化T1",""," 数量：1752305664字节, 比例：8.36%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL1数量: 872937984字节, 比例: 37.97%","0000: 05D5","(2012-6-21)AAL1结构化24",""," 数量：2088321024字节, 比例：9.97%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 11","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78464052字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 12","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78617756字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 13","(2012-6-21)标准AAL2; CID承载业务G711PCM A律","","数量：78558564字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 14","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78692524字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 15","(2012-6-21)标准AAL2; CID承载业务G711PCM A律","","数量：78682760字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 16","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78749592字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 17","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78838684字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 18","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78705660字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 19","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78817784字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 20","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78716028字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 21","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78830532字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 22","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78635136字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 23","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78733868字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 24","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78840552字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 25","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78702928字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 26","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78827356字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 27","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78775484字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 28","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78873496字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 29","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78834912字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 30","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78901440字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 31","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78871444字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 32","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78389360字节, 比例：0.23% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2299029026字节, 比例: 20.00%","AAL2数量: 1406693126字节, 比例: 61.19%","0000: 08B2; CID编号: 33","(2012-6-21)标准AAL2; CID承载业务G711 PCM U律","","数量：78359988字节, 比例：0.23% ","",""
