"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL1数量: 116988096字节, 比例: 30.69%","0000: 0571","(2013-8-5)AAL1结构化24",""," 数量：936007680字节, 比例：16.67%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL1数量: 116988096字节, 比例: 30.69%","0000: 0BEE","(2013-8-5)AAL1结构化24",""," 数量：935998464字节, 比例：16.67%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL1数量: 116988096字节, 比例: 30.69%","0000: 0573","(2013-8-5)AAL1结构化24",""," 数量：935712768字节, 比例：16.66%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL1数量: 116988096字节, 比例: 30.69%","0000: 0C44","(2013-8-5)AAL1结构化24",""," 数量：935912448字节, 比例：16.67%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL1数量: 116988096字节, 比例: 30.69%","0000: 071A","(2013-8-5)AAL1结构化24",""," 数量：935884800字节, 比例：16.67%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL1数量: 116988096字节, 比例: 30.69%","0000: 0643","(2013-8-5)AAL1结构化24",""," 数量：935912448字节, 比例：16.67%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0AD3; CID编号: 11","(2013-8-5)标准AAL2; CID承载业务G729","","数量：5476200字节, 比例：0.04% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 11","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35498296字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 12","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35537312字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 13","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35538568字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 14","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35521360字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 15","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35581148字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 16","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35592004字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 17","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35597232字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 18","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35583296字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 19","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35570792字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 20","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35569804字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 21","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35583856字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 22","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35590460字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 23","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35585108字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 24","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35574804字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 25","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35579584字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 26","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35581312字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 27","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35623724字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 28","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35636108字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 29","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35622960字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 30","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35626644字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 31","(2013-8-5)标准AAL2; CID承载业务G711PCM A律","","数量：35620300字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 32","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35493208字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 33","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35446140字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0B42; CID编号: 34","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35424760字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 11","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35493424字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 12","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35538784字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 13","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35541740字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 14","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35541672字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 15","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35592368字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 16","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35589344字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 17","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35574172字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 18","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35586820字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 19","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35582652字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 20","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35558524字节, 比例：0.28% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 381177693字节, 比例: 6.60%","AAL2数量: 262607249字节, 比例: 68.89%","0000: 0C38; CID编号: 21","(2013-8-5)标准AAL2; CID承载业务G711 PCM U律","","数量：35585644字节, 比例：0.28% ","",""
