"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 4C7C","(2012-12-4)AAL1结构化24",""," 数量：2568196096字节, 比例：7.58%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 01F3","(2012-12-4)AAL1结构化24",""," 数量：2662021120字节, 比例：7.85%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 0200","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：489348096字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 0218","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475533312字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 020D","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：487879680字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 0229","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475422720字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 022C","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475447296字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 0234","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475459584字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 021E","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：488248320字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 0232","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475388928字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 022B","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：488091648字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 021C","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475465728字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 022D","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475431936字节, 比例：1.40%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2944222988字节, 比例: 15.42%","AAL1数量: 1412090240字节, 比例: 47.96%","0000: 022A","(2012-12-4)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：475189248字节, 比例：1.40%","",""
