"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 01B7","(2012-12-20)AAL1结构化24",""," 数量：3837892608字节, 比例：14.13%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 01D1","(2012-12-20)AAL1结构化24",""," 数量：3838350336字节, 比例：14.14%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 0290","(2012-12-20)AAL1结构化24",""," 数量：3832485888字节, 比例：14.11%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 017E","(2012-12-20)AAL1结构化24",""," 数量：3831472128字节, 比例：14.11%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 0349","(2012-12-20)AAL1结构化24",""," 数量：3831757824字节, 比例：14.11%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 016A","(2012-12-20)AAL1结构化24",""," 数量：3834267648字节, 比例：14.12%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 01B7","(2012-12-20)AAL1结构化24",""," 数量：3837892608字节, 比例：14.13%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 01D1","(2012-12-20)AAL1结构化24",""," 数量：3838350336字节, 比例：14.14%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 0290","(2012-12-20)AAL1结构化24",""," 数量：3832485888字节, 比例：14.11%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 3103591786字节, 比例: 20.31%","AAL1数量: 1131444992字节, 比例: 36.46%","0000: 017E","(2012-12-20)AAL1结构化24",""," 数量：3831472128字节, 比例：14.11%","",""
