"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 0DDF","(2012-6-13)AAL1结构化24",""," 数量：3278414848字节, 比例：9.23%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05AF","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：478537728字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C5","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：514805760字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C4","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：514716672字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C1","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：513131520字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C6","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：512372736字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 0DC9","(2012-6-13)AAL1结构化24",""," 数量：3277152256字节, 比例：9.23%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D7","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：515106816字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D3","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：476974080字节, 比例：1.34%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05CA","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479096832字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05CB","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479299584字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C9","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：514768896字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05AE","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：483609600字节, 比例：1.36%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D8","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479265792字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05CD","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479345664字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05BC","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479235072字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05B6","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：510508032字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D6","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479149056字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05B0","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479145984字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C8","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479115264字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D4","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479050752字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C3","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：477837312字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D5","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479247360字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C7","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479419392字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 076F","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：504652800字节, 比例：1.42%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05CC","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479898624字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 0DDF","(2012-6-13)AAL1结构化24",""," 数量：3278414848字节, 比例：9.23%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05AF","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：478537728字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C5","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：514805760字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C4","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：514716672字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C1","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：513131520字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C6","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：512372736字节, 比例：1.44%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 0DC9","(2012-6-13)AAL1结构化24",""," 数量：3277152256字节, 比例：9.23%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D7","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：515106816字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05D3","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：476974080字节, 比例：1.34%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05CA","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479096832字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05CB","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：479299584字节, 比例：1.35%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05C9","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：514768896字节, 比例：1.45%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 3101838620字节, 比例: 15.76%","AAL1数量: 1479321984字节, 比例: 47.69%","0000: 05AE","(2012-6-13)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：483609600字节, 比例：1.36%","",""
