"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 04A2","(2012-6-8)AAL1结构化24",""," 数量：1644904448字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0243","(2012-6-8)AAL1结构化24",""," 数量：1644677120字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0356","(2012-6-8)AAL1结构化24",""," 数量：1644824576字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0298","(2012-6-8)AAL1结构化24",""," 数量：1644038144字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 04E7","(2012-6-8)AAL1结构化24",""," 数量：251655168字节, 比例：0.71%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0244","(2012-6-8)AAL1结构化24",""," 数量：1644627968字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 04A2","(2012-6-8)AAL1结构化24",""," 数量：1644904448字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0243","(2012-6-8)AAL1结构化24",""," 数量：1644677120字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0356","(2012-6-8)AAL1结构化24",""," 数量：1644824576字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0298","(2012-6-8)AAL1结构化24",""," 数量：1644038144字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 04E7","(2012-6-8)AAL1结构化24",""," 数量：251655168字节, 比例：0.71%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL1数量: 1482999680字节, 比例: 59.85%","0000: 0244","(2012-6-8)AAL1结构化24",""," 数量：1644627968字节, 比例：4.62%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 11","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225228840字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 12","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225372796字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 13","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225399264字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 14","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225427080字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 15","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225664308字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 16","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225654880字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 17","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225701872字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 18","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225578804字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 19","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225674372字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 20","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225669708字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 21","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225681240字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 22","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225666276字节, 比例：1.00% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 2477952090字节, 比例: 13.21%","AAL2数量: 936735848字节, 比例: 37.80%","0000: 03DD; CID编号: 23","(2012-6-8)标准AAL2; CID承载业务G711 PCM U律","","数量：225726600字节, 比例：1.00% ","",""
